date,dianchibanwendu,fengsu,fengxiang,huanjingwendu,qiya,shidu,fuzhaodu,power
2021/1/1 1:00,-20.9,2.1,334,-20.4,1009.9,49.6,0,-1.1163
2021/1/1 2:00,-20.2,1.8,23,-20,1010.2,51.2,0,-1.1163
2021/1/1 3:00,-21.7,0,312,-21.2,1010.9,55.4,0,-1.1163
2021/1/1 4:00,-21.3,0.6,276,-20.5,1011,55.7,0,-1.1163
2021/1/1 5:00,-21.8,0.5,245,-21.5,1011.5,53.3,0,-1.1163
2021/1/1 6:00,-21.8,1.7,262,-21,1011.5,53.2,0,-1.1163
2021/1/1 7:00,-22.7,1.5,284,-22.1,1012.2,60.9,0,-1.1163
2021/1/1 8:00,-22.5,1.1,256,-23.9,1013.6,62.2,192,13.8424
2021/1/1 9:00,-13.5,0,245,-18.9,1011.7,57,471,148.2474
2021/1/1 10:00,-10.4,0,245,-15.1,1010.3,41.3,635,193.7933
2021/1/1 11:00,-12.4,0.8,256,-14.2,1009.9,30.8,736,208.3054
2021/1/1 12:00,-13.2,2.3,312,-14.7,1009.5,30.7,776,210.3148
2021/1/1 13:00,-12.2,1.4,196,-13.3,1008.6,28.3,740,207.1891
2021/1/1 14:00,-11.4,2.1,279,-13.1,1008.7,28.4,623,185.979
2021/1/1 15:00,-12.5,2.1,357,-14.2,1009.3,28.1,437,114.088
2021/1/1 16:00,-14.8,1.5,321,-14.3,1009.6,29.8,12,1.3396
2021/1/1 17:00,-16,0,329,-15.2,1010.4,32.8,0,-1.1163
2021/1/1 18:00,-17.5,0,329,-15.8,1010.6,35.9,0,-1.1163
2021/1/1 19:00,-18.3,1.5,155,-17.3,1011.3,42.3,0,-0.8931
2021/1/1 20:00,-19.9,2.8,177,-18.6,1012.1,45.4,0,-0.8931
2021/1/1 21:00,-20.4,1.6,208,-19.4,1012.7,45.6,0,-1.1163
2021/1/1 22:00,-19.9,1.5,250,-19.2,1013.1,46.3,0,-1.1163
2021/1/1 23:00,-20.9,0,281,-19.6,1013.1,52.2,0,-0.8931
2021/1/2 0:00,-22,0.5,281,-21.3,1013.8,54.8,0,-1.1163
2021/1/2 1:00,-22,1.2,11,-21.9,1014.3,58.8,0,-0.8931
2021/1/2 2:00,-22,1.9,319,-21.4,1014.3,57.6,0,-0.8931
2021/1/2 3:00,-22.1,1.7,319,-21.5,1014.4,56.5,0,-0.8931
2021/1/2 4:00,-21.5,1,332,-20.8,1014,53,0,-1.1163
2021/1/2 5:00,-22.3,0.5,309,-21.3,1014.1,55.2,0,-1.1163
2021/1/2 6:00,-22.5,0.6,253,-21.7,1014.2,59.4,0,-1.1163
2021/1/2 7:00,-24,1.9,250,-23.4,1015,61.1,0,-1.1163
2021/1/2 8:00,-20.2,0.4,262,-20.6,1013.9,57.5,173,13.1726
2021/1/2 9:00,-15.2,2.1,276,-18.1,1013,52.8,451,143.7821
2021/1/2 10:00,-11.4,1.3,276,-15.3,1012.2,41.7,608,190.8908
2021/1/2 11:00,-11,1.7,298,-13.2,1011.1,33.9,724,207.8589
2021/1/2 12:00,-11.1,1.5,295,-12.5,1010.3,29,771,208.752
2021/1/2 13:00,-10.9,2.5,292,-11.9,1009.5,27.6,728,204.9565
2021/1/2 14:00,-9.5,2.3,293,-11.4,1009.3,27,614,183.7464
2021/1/2 15:00,-9.9,3,288,-11,1009.4,26.8,431,112.5251
2021/1/2 16:00,-12.3,1.7,262,-11.5,1009.8,28.2,81,4.242
2021/1/2 17:00,-14.7,1.3,256,-14,1011,35.2,0,-1.1163
2021/1/2 18:00,-16.7,2.2,230,-15.9,1011.7,35.9,0,-1.1163
2021/1/2 19:00,-18.1,1.8,231,-17.5,1012.1,40.4,0,-1.1163
2021/1/2 20:00,-18.9,1.9,230,-18.1,1012.4,42.8,0,-0.8931
2021/1/2 21:00,-19.5,1.4,242,-18.6,1012.7,44.6,0,-1.1163
2021/1/2 22:00,-18.3,2.9,263,-17.8,1012.5,47.1,0,-1.1163
2021/1/2 23:00,-17.4,0.8,290,-16.7,1012.1,49.3,0,-0.8931
2021/1/3 0:00,-18.2,0.8,323,-17.6,1012.4,52.5,0,-0.8931
2021/1/3 1:00,-18.6,0.6,329,-17.9,1012.8,54,0,-1.1163
2021/1/3 2:00,-18.5,0.6,307,-17.9,1013,54.9,0,-1.1163
2021/1/3 3:00,-18.1,1.5,301,-17.6,1013,55.4,0,-1.1163
2021/1/3 4:00,-18.2,2.6,284,-17.6,1012.9,54.8,0,-1.1163
2021/1/3 5:00,-18.5,1.2,293,-17.8,1013.1,55.7,0,-1.1163
2021/1/3 6:00,-21.3,1.2,278,-20.1,1014,57.7,0,-1.1163
2021/1/3 7:00,-21.7,1.3,267,-20.9,1014.6,62.6,0,-1.1163
2021/1/3 8:00,-20.2,1.4,236,-21.5,1015.1,63.4,178,12.7261
2021/1/3 9:00,-11.4,0,239,-15.5,1013.1,56.5,458,144.8984
2021/1/3 10:00,-10.5,2.1,298,-13.9,1012.5,46.5,617,190.4443
2021/1/3 11:00,-10.7,2.3,299,-12.4,1011.6,34.3,726,207.8589
2021/1/3 12:00,-10.7,2.1,291,-12.1,1011,31.6,772,208.3054
2021/1/3 13:00,-10.7,1.6,295,-11.6,1010.2,30.9,453,154.722
2021/1/3 14:00,-10.9,0.8,312,-11.6,1010,30.5,281,92.8779
2021/1/3 15:00,-10.7,0.5,276,-11.3,1010.1,31.6,144,50.681
2021/1/3 16:00,-13.9,1.3,242,-13.3,1010.9,37.7,17,3.1257
2021/1/3 17:00,-15.5,1.7,225,-14.9,1011.8,39.5,0,-1.1163
2021/1/3 18:00,-16.8,2.1,242,-16.1,1012.1,42.7,0,-1.1163
2021/1/3 19:00,-16.5,2.1,219,-15.7,1012.1,42.2,0,-1.1163
2021/1/3 20:00,-18.4,3.3,271,-17.9,1012.8,49.7,0,-1.1163
2021/1/3 21:00,-17.5,2.9,264,-16.9,1012.6,48.2,0,-1.1163
2021/1/3 22:00,-17.4,2.1,273,-16.8,1012.5,49.3,0,-1.1163
2021/1/3 23:00,-17.4,2.1,300,-16.9,1012.5,52,0,-1.1163
2021/1/4 0:00,-19.2,1.8,233,-18.9,1013.6,53.6,0,-1.1163
2021/1/4 1:00,-19.9,1.5,263,-19.4,1013.6,58.8,0,-1.1163
2021/1/4 2:00,-21,2,255,-20.3,1014.5,63.1,0,-0.8931
2021/1/4 3:00,-22.3,2.1,208,-21.5,1014.9,63.6,0,-1.1163
2021/1/4 4:00,-21.9,1.6,262,-21.1,1014.6,64.5,0,-1.1163
2021/1/4 5:00,-22.9,1,250,-22.1,1015,66.7,0,-1.1163
2021/1/4 6:00,-22.9,1.1,258,-22.2,1015.1,66.6,0,-0.8931
2021/1/4 7:00,-22.6,1.6,253,-22.1,1015.1,68.1,0,-1.1163
2021/1/4 8:00,-20.4,0.7,267,-21.4,1015.2,67.1,180,12.5028
2021/1/4 9:00,-14.9,0.8,329,-19.1,1014.4,61.7,458,146.238
2021/1/4 10:00,-10.2,0.9,307,-15.9,1013.4,51,620,191.1141
2021/1/4 11:00,-10.7,1.5,31,-14.7,1012.6,42.9,720,205.403
2021/1/4 12:00,-11.2,1.3,332,-13.2,1011.6,35.4,766,204.7332
2021/1/4 13:00,-10.7,0.3,28,-12.3,1010.7,32.7,725,201.8308
2021/1/4 14:00,-10,1.4,278,-11.9,1010.5,30.9,616,181.5137
2021/1/4 15:00,-10.4,1.2,354,-11.9,1010.6,29.7,444,119.8928
2021/1/4 16:00,-13.2,1.1,247,-12.3,1011.1,31.2,98,3.349
2021/1/4 17:00,-15.3,1.6,219,-14.5,1012,36.9,0,-1.1163
2021/1/4 18:00,-15.9,3.1,214,-15,1012.5,37,0,-1.1163
2021/1/4 19:00,-16.8,2.2,208,-16.1,1012.9,40,0,-1.1163
2021/1/4 20:00,-18.6,1.7,225,-17.9,1013.6,45.8,0,-1.1163
2021/1/4 21:00,-18,2.1,246,-17.9,1013.7,51.3,0,-1.1163
2021/1/4 22:00,-17.5,2.1,295,-17,1013.7,49.8,0,-0.8931
2021/1/4 23:00,-18.5,1,343,-18,1014.2,51.3,0,-0.8931
2021/1/5 0:00,-18.9,0.8,318,-18.3,1014.5,52.5,0,-1.1163
2021/1/5 1:00,-18.5,1.5,298,-17.9,1014.5,49.2,0,-1.1163
2021/1/5 2:00,-19.2,2.1,296,-18.7,1015.3,51.8,0,-1.1163
2021/1/5 3:00,-19.4,2.5,298,-18.9,1015.3,51.4,0,-1.1163
2021/1/5 4:00,-20.1,1.7,293,-19.4,1015.6,53.8,0,-1.1163
2021/1/5 5:00,-20.2,1.9,294,-19.6,1015.7,53.4,0,-0.8931
2021/1/5 6:00,-20.1,2.7,292,-19.5,1015.8,52.7,0,-1.1163
2021/1/5 7:00,-19.9,2.4,284,-19.3,1016,50.9,0,-0.8931
2021/1/5 8:00,-18.4,1.4,295,-19.3,1016.4,52.5,185,13.1726
2021/1/5 9:00,-14.4,1.2,281,-17.3,1015.6,46.8,460,146.9078
2021/1/5 10:00,-11,2.4,280,-14.9,1014.8,41,619,191.5606
2021/1/5 11:00,-10.8,1.3,295,-13.4,1013.3,34.8,721,205.403
2021/1/5 12:00,-9.5,1.5,166,-11.3,1011.6,29.9,590,171.4669
2021/1/5 13:00,-9.7,1.2,242,-11.1,1011.1,29.8,544,152.9359
2021/1/5 14:00,-10.9,2.7,256,-11.3,1011.1,30.4,198,62.2907
2021/1/5 15:00,-12.2,2.5,260,-12.1,1011.1,31.3,66,21.8799
2021/1/5 16:00,-13.9,1.7,231,-13.3,1011.5,34.3,7,1.3396
2021/1/5 17:00,-14.9,0.9,205,-14,1011.5,35.1,0,-1.1163
2021/1/5 18:00,-15.2,1.5,205,-14.5,1011.4,36.6,0,-1.1163
2021/1/5 19:00,-16.2,0.6,205,-15.3,1011.3,38.3,0,-0.8931
2021/1/5 20:00,-16.5,0.8,194,-16,1010.9,42.4,0,-1.1163
2021/1/5 21:00,-16.9,2,217,-16.3,1010.6,42.4,0,-1.1163
2021/1/5 22:00,-16.9,1,239,-16.5,1010.5,43.8,0,-1.1163
2021/1/5 23:00,-17,0.8,200,-16.6,1010,46,0,-0.8931
2021/1/6 0:00,-15.5,1.5,290,-14.9,1009,46.7,0,-1.1163
2021/1/6 1:00,-15.5,4,42,-15.3,1008.6,47.7,0,-1.1163
2021/1/6 2:00,-16.4,4.9,19,-16.3,1008.7,51.4,0,-0.8931
2021/1/6 3:00,-16.7,4.3,25,-16.7,1008.4,59.5,0,-1.1163
2021/1/6 4:00,-17.7,4.1,16,-17.5,1008.3,55,0,-1.1163
2021/1/6 5:00,-18.1,2.2,6,-18,1008.2,56.2,0,-1.1163
2021/1/6 6:00,-18.3,2,14,-18.1,1008.1,55.2,0,-1.1163
2021/1/6 7:00,-18.3,4,350,-18,1008.5,52.3,0,-1.1163
2021/1/6 8:00,-18.8,3.5,312,-18.5,1008.9,56.9,15,4.4653
2021/1/6 9:00,-18.4,5.9,358,-18.4,1009.1,67.3,84,30.8104
2021/1/6 10:00,-18,6.4,1,-18.3,1009.2,73.5,113,41.3039
2021/1/6 11:00,-17.6,3.2,2,-18,1008.8,83.1,110,41.7504
2021/1/6 12:00,-17.6,3.1,19,-17.9,1008.6,81.3,143,46.6622
2021/1/6 13:00,-17.3,4,282,-17.9,1008.5,81.7,193,64.5233
2021/1/6 14:00,-17.4,2.7,24,-17.9,1008.6,68.4,153,47.332
2021/1/6 15:00,-17.1,3.6,358,-17.5,1008.7,61.8,118,34.8292
2021/1/6 16:00,-17.9,3.4,23,-17.6,1009.1,61.6,15,4.242
2021/1/6 17:00,-18.4,1.6,23,-18,1009.5,65.5,0,-1.1163
2021/1/6 18:00,-19,0,3,-18.4,1009.8,71.3,0,-1.1163
2021/1/6 19:00,-19.4,0.6,329,-18.8,1010.5,73.1,0,-1.1163
2021/1/6 20:00,-21,2,267,-20.6,1011.4,76.1,0,-0.8931
2021/1/6 21:00,-20.2,1.7,308,-19.7,1010.9,62,0,-1.1163
2021/1/6 22:00,-20.3,2.6,312,-19.8,1011.1,49.5,0,-0.8931
2021/1/6 23:00,-21,2.4,304,-20.6,1011.6,49.3,0,-0.8931
2021/1/7 0:00,-21.4,3.7,277,-21,1011.9,49.3,0,-0.8931
2021/1/7 1:00,-22,3,290,-21.6,1012,47.8,0,-0.8931
2021/1/7 2:00,-22.9,2.9,303,-22.4,1012.3,48.1,0,-0.8931
2021/1/7 3:00,-23.1,2.8,288,-22.7,1012,49.5,0,-1.1163
2021/1/7 4:00,-24.4,1.8,276,-23.8,1012.1,51.8,0,-1.1163
2021/1/7 5:00,-24,3,272,-23.5,1011.6,51.3,0,-1.1163
2021/1/7 6:00,-24.9,2,264,-24.4,1012.2,52.6,0,-0.8931
2021/1/7 7:00,-24.2,3.7,306,-23.7,1012.1,51.2,0,-0.8931
2021/1/7 8:00,-23,3.5,295,-23.4,1012.2,48.7,174,13.6191
2021/1/7 9:00,-19.9,3.5,292,-22.2,1011.7,45.4,465,146.4613
2021/1/7 10:00,-16.8,1.5,326,-20.4,1011.1,39.7,621,200.7144
2021/1/7 11:00,-17.7,2.6,333,-19.6,1010.2,34.9,726,217.236
2021/1/7 12:00,-17.9,2.3,297,-19,1009.3,33.8,740,215.2266
2021/1/7 13:00,-17.6,1.5,318,-18.6,1008.4,32.1,615,172.5832
2021/1/7 14:00,-16.6,0.8,250,-17.7,1008,33.6,309,92.8779
2021/1/7 15:00,-16.4,1.1,293,-17.8,1007.9,32.8,415,116.3206
2021/1/7 16:00,-17.8,1,239,-17.7,1007.8,32.5,57,6.0281
2021/1/7 17:00,-20.7,2.2,211,-20.1,1008.6,37.1,0,-1.1163
2021/1/7 18:00,-20.7,2.2,254,-20.2,1008.8,41.1,0,-1.1163
2021/1/7 19:00,-20.3,2.7,298,-19.7,1008.5,45.5,0,-1.1163
2021/1/7 20:00,-21.7,1.8,287,-21.1,1009,47.1,0,-1.1163
2021/1/7 21:00,-21.7,2.3,303,-21.2,1008.9,49,0,-0.8931
2021/1/7 22:00,-22.7,2.4,339,-22.1,1009.4,48.4,0,-0.8931
2021/1/7 23:00,-22.9,0.6,318,-22.3,1009.5,51.5,0,-0.8931
2021/1/8 0:00,-24,0.7,324,-23.3,1009.7,51.6,0,-1.1163
2021/1/8 1:00,-24.3,1.1,298,-23.7,1009.6,56.4,0,-1.1163
2021/1/8 2:00,-25.4,1.3,284,-24.8,1010.1,57.9,0,-0.8931
2021/1/8 3:00,-25.7,0.6,281,-25.3,1009.7,61,0,-0.8931
2021/1/8 4:00,-27.5,2,200,-26.5,1009.9,60.2,0,-1.1163
2021/1/8 5:00,-27.2,1.7,217,-26.5,1009.5,61.9,0,-0.8931
2021/1/8 6:00,-27.5,1.6,225,-26.7,1009,60,0,-1.1163
2021/1/8 7:00,-26.9,1.2,219,-26,1008.5,60.3,0,-1.1163
2021/1/8 8:00,-25,1.2,197,-26.4,1008.9,61.9,192,14.5122
2021/1/8 9:00,-16.7,1.5,214,-21,1006.1,57.9,468,151.5963
2021/1/8 10:00,-12.7,0,287,-17.4,1004.4,46.9,621,194.4631
2021/1/8 11:00,-13,2.6,314,-15.3,1003.3,34.5,720,216.5662
2021/1/8 12:00,-13.4,2.7,303,-14.6,1002.2,31.7,770,216.3429
2021/1/8 13:00,-13.2,3.4,329,-13.9,1001.3,30.2,734,213.4405
2021/1/8 14:00,-11.6,3.3,295,-13.4,1001,28.9,615,188.2117
2021/1/8 15:00,-11.5,2,293,-12.9,1000.7,28.4,430,127.0373
2021/1/8 16:00,-13.2,0,295,-12.8,1000.9,29.2,126,7.1445
2021/1/8 17:00,-16.4,2.3,186,-15.1,1001.8,33.6,0,-1.1163
2021/1/8 18:00,-16,1.6,155,-15.5,1001.8,35.3,0,-1.1163
2021/1/8 19:00,-18.6,4,194,-17.7,1002.7,41.8,0,-1.1163
2021/1/8 20:00,-18.9,1.2,256,-18.4,1003.1,43.1,0,-1.1163
2021/1/8 21:00,-18.1,3.1,277,-17.6,1002.7,48,0,-0.8931
2021/1/8 22:00,-17.8,3.9,340,-17.2,1002.9,43.9,0,-0.8931
2021/1/8 23:00,-18.3,2.3,326,-17.7,1003.6,45,0,-0.8931
2021/1/9 0:00,-19.3,2.3,323,-18.8,1004.1,48.8,0,-0.8931
2021/1/9 1:00,-20,0.6,329,-19.4,1004.2,49.4,0,-0.8931
2021/1/9 2:00,-18.5,1.7,335,-17.9,1004,46.3,0,-0.8931
2021/1/9 3:00,-19.4,3.6,303,-18.9,1004.5,49.2,0,-1.1163
2021/1/9 4:00,-19.5,2.1,302,-18.9,1004.3,51.9,0,-0.8931
2021/1/9 5:00,-20,1.9,295,-19.4,1004.4,56.1,0,-1.1163
2021/1/9 6:00,-20.7,1.6,269,-19.9,1004.4,58.4,0,-1.1163
2021/1/9 7:00,-21.7,1.2,257,-21.1,1005.2,60.2,0,-1.1163
2021/1/9 8:00,-19,0.2,276,-19.5,1004.8,60.3,165,13.6191
2021/1/9 9:00,-10.9,0.6,217,-15.7,1003.6,53,445,140.8797
2021/1/9 10:00,-9.7,3.3,290,-12.5,1002.6,42.7,608,194.2398
2021/1/9 11:00,-8.9,3.8,294,-10.8,1001.5,35.6,717,212.1009
2021/1/9 12:00,-9,2.1,310,-10.2,1000.8,32.7,781,217.236
2021/1/9 13:00,-8.9,4.7,323,-9.7,1000.2,31.5,752,214.7801
2021/1/9 14:00,-9,3.3,310,-9.6,1000.4,31.5,321,103.3713
2021/1/9 15:00,-10,2.4,284,-9.9,1000.4,33.1,83,22.3264
2021/1/9 16:00,-10.3,0,284,-9.7,1000.5,34.1,132,8.9306
2021/1/9 17:00,-12.7,0.3,245,-11.4,1001.2,36.3,0,-1.1163
2021/1/9 18:00,-12.5,2,217,-11.9,1001.8,37.6,0,-0.8931
2021/1/9 19:00,-15,2.1,253,-14.7,1002.9,43.6,0,-1.1163
2021/1/9 20:00,-16,0.6,253,-15.4,1003.2,48.3,0,-1.1163
2021/1/9 21:00,-16.5,0.6,273,-15.4,1003.4,48.7,0,-1.1163
2021/1/9 22:00,-17,0.5,276,-15.9,1003.8,52.6,0,-1.1163
2021/1/9 23:00,-16.8,2.7,312,-16.3,1004.1,55,0,-1.1163
2021/1/10 0:00,-16.2,2.7,316,-15.7,1004.4,54.6,0,-0.8931
2021/1/10 1:00,-17.4,1.3,284,-16.4,1005.1,54,0,-0.8931
2021/1/10 2:00,-17.5,1.4,307,-17,1005.9,57.1,0,-0.8931
2021/1/10 3:00,-16.3,2.8,327,-15.8,1005.9,55,0,-0.8931
2021/1/10 4:00,-16.9,1.5,340,-16.2,1006.2,56.4,0,-0.8931
2021/1/10 5:00,-17.2,1.3,312,-16.8,1006.5,59.5,0,-0.8931
2021/1/10 6:00,-17.9,2.7,293,-17.3,1006.8,59.3,0,-0.8931
2021/1/10 7:00,-18.4,0.6,295,-17.8,1007.4,63.4,0,-0.8931
2021/1/10 8:00,-16.5,0.1,295,-17.5,1008.1,63.8,194,17.8611
2021/1/10 9:00,-8.5,0,186,-14.3,1007.6,58,467,148.2474
2021/1/10 10:00,-6.1,0.6,276,-10.3,1006.7,46.1,615,192.6769
2021/1/10 11:00,-6,2,321,-8.7,1005.8,33.8,713,208.0822
2021/1/10 12:00,-6,1.3,293,-7.4,1005,28.4,770,210.5381
2021/1/10 13:00,-5.4,2.2,273,-6.1,1004.1,27.7,735,206.9659
2021/1/10 14:00,-4.6,1.5,248,-5.9,1004.1,27.2,600,179.9509
2021/1/10 15:00,-4,1,3,-6.1,1003.8,27.2,424,127.7071
2021/1/10 16:00,-5.2,0,318,-5.3,1003.9,26.1,124,6.9212
2021/1/10 17:00,-9.7,0.3,219,-8.7,1005.1,34,0,-1.1163
2021/1/10 18:00,-10,2.4,160,-9.6,1005.1,37.1,0,-1.1163
2021/1/10 19:00,-12.5,5.8,194,-11.5,1005.8,39.4,0,-1.1163
2021/1/10 20:00,-14.2,3.8,186,-13.5,1006.6,45.2,0,-1.1163
2021/1/10 21:00,-14.5,1.7,245,-13.9,1006.8,50.2,0,-1.1163
2021/1/10 22:00,-12.2,0.7,284,-11.5,1006,48.6,0,-0.8931
2021/1/10 23:00,-14.4,1.6,228,-14.2,1006.8,53.7,0,-1.1163
2021/1/11 0:00,-13.7,1.6,259,-13.9,1006.2,54.6,0,-1.1163
2021/1/11 1:00,-13.2,1,307,-12.6,1005.6,54.5,0,-1.1163
2021/1/11 2:00,-14.2,1.3,276,-13.7,1005.7,56.9,0,-1.1163
2021/1/11 3:00,-17.5,3.3,187,-16.5,1006,57.4,0,-1.1163
2021/1/11 4:00,-16.6,1.5,246,-16.4,1005.4,65.6,0,-1.1163
2021/1/11 5:00,-17,1.7,242,-16.6,1005,66.1,0,-1.1163
2021/1/11 6:00,-16.8,1.5,253,-16.2,1004.6,66.3,0,-1.1163
2021/1/11 7:00,-18.5,0.6,236,-17.8,1004.6,69.2,0,-1.1163
2021/1/11 8:00,-16.9,2.4,208,-18.4,1004.8,70.7,192,15.6285
2021/1/11 9:00,-10,1,245,-13.7,1003.2,63.5,470,151.8196
2021/1/11 10:00,-7.3,2.3,284,-10.8,1002.1,49,624,197.3655
2021/1/11 11:00,-5.4,1,245,-8.2,1000.3,41.1,721,208.9752
2021/1/11 12:00,-6.5,1.7,267,-7.8,999.3,36.7,761,208.0822
2021/1/11 13:00,-5.4,2.1,276,-6.1,998.1,31.5,729,205.403
2021/1/11 14:00,-4.2,1.5,262,-5.9,997.3,30.5,614,184.8627
2021/1/11 15:00,-5,0.8,287,-6.4,997.1,29.9,449,133.2887
2021/1/11 16:00,-7,1,245,-6.5,997,31.4,165,8.9306
2021/1/11 17:00,-9.1,0.8,217,-8.1,997.2,33.6,0,-1.1163
2021/1/11 18:00,-11.2,2.1,217,-10.4,997.8,38.1,0,-1.1163
2021/1/11 19:00,-12.9,1.2,267,-11.4,997.8,42.8,0,-1.1163
2021/1/11 20:00,-14.4,1.3,256,-14.2,998.5,52.9,0,-0.8931
2021/1/11 21:00,-15.3,0.9,250,-15.1,998.6,55.1,0,-1.1163
2021/1/11 22:00,-17.6,1.8,231,-16.7,998.6,55.4,0,-1.1163
2021/1/11 23:00,-16.9,1,256,-16.5,997.6,57.7,0,-1.1163
2021/1/12 0:00,-17.5,2.4,238,-16.9,996.9,58.4,0,-1.1163
2021/1/12 1:00,-16.5,2,243,-16,995.8,59.4,0,-1.1163
2021/1/12 2:00,-16.2,1,245,-15.9,995.4,60.9,0,-1.1163
2021/1/12 3:00,-16.9,1.8,239,-16.5,995,59.7,0,-1.1163
2021/1/12 4:00,-16,1.5,276,-15.7,994,60.7,0,-1.1163
2021/1/12 5:00,-16,0.1,332,-15.7,992.5,61.2,0,-0.8931
2021/1/12 6:00,-17.3,1.6,194,-17,992.4,66.5,0,-1.1163
2021/1/12 7:00,-17.1,0,194,-16.8,991.8,64.6,0,-1.1163
2021/1/12 8:00,-15.8,1.1,208,-15.7,991.6,64.4,17,5.3583
2021/1/12 9:00,-14.1,0,203,-14.5,991.1,61.9,57,22.3264
2021/1/12 10:00,-12,1.5,203,-12.9,990.1,54.9,113,41.5271
2021/1/12 11:00,-10.2,0.3,194,-11.4,988.5,54.9,125,48.8948
2021/1/12 12:00,-8.8,0.5,194,-10,987.3,57.1,143,55.3695
2021/1/12 13:00,-9.1,0,242,-9.5,986.4,57.6,99,37.7316
2021/1/12 14:00,-9,1.1,298,-10.3,986.3,78.6,98,29.2476
2021/1/12 15:00,-9.7,1,25,-10.6,986.3,84.3,46,10.4934
2021/1/12 16:00,-10.5,1.2,56,-10.7,986.5,86.8,18,1.3396
2021/1/12 17:00,-10.9,0,53,-10.6,986.9,88.7,0,-1.1163
2021/1/12 18:00,-11.4,1,357,-11.1,987.5,89.6,0,-1.1163
2021/1/12 19:00,-12.4,1.3,339,-12,987.9,90.1,0,-1.1163
2021/1/12 20:00,-13.5,2.2,335,-13.1,988.2,90.1,0,-1.1163
2021/1/12 21:00,-15,2,314,-14.5,989.2,89.5,0,-1.1163
2021/1/12 22:00,-15.7,3.3,326,-15.2,989.9,88.9,0,-1.1163
2021/1/12 23:00,-17,3.4,321,-16.5,990.6,88.2,0,-1.1163
2021/1/13 0:00,-16.8,2.1,269,-16.3,990.6,87.7,0,-1.1163
2021/1/13 1:00,-18.1,0.9,357,-17.7,991.3,86.7,0,-0.8931
2021/1/13 2:00,-17.9,1.3,315,-17.4,991.6,85.8,0,-1.1163
2021/1/13 3:00,-18.1,0.9,299,-17.7,992.2,84.4,0,-1.1163
2021/1/13 4:00,-18.2,0.8,298,-17.6,992.5,83,0,-1.1163
2021/1/13 5:00,-18.4,1,309,-17.9,993.1,82.9,0,-1.1163
2021/1/13 6:00,-18.5,1,318,-18,993.5,81,0,-1.1163
2021/1/13 7:00,-21.2,1.4,217,-20.5,995.1,80.9,0,-1.1163
2021/1/13 8:00,-18.4,2,274,-19,995.4,82.6,141,2.4559
2021/1/13 9:00,-11.5,0,239,-15.4,994.9,80.5,392,41.9737
2021/1/13 10:00,-7.2,0.8,256,-12.3,994.5,76.5,569,67.4258
2021/1/13 11:00,-6.6,1.4,239,-10.3,993.5,62.8,751,100.4689
2021/1/13 12:00,-6.7,1.4,281,-8.6,992.7,58.3,809,179.2811
2021/1/13 13:00,-8.2,1.9,286,-9.4,992.9,52,673,164.7689
2021/1/13 14:00,-7.2,2.1,296,-9,993.2,49.6,586,137.754
2021/1/13 15:00,-7.2,2.1,310,-8.8,993.9,49.6,432,98.013
2021/1/13 16:00,-9.5,1.1,329,-9.4,994.8,50.2,86,6.4747
2021/1/13 17:00,-12.3,0.9,191,-11.1,996,58.6,0,-1.1163
2021/1/13 18:00,-12.9,1.9,267,-12.5,997.3,59,0,-1.1163
2021/1/13 19:00,-12.7,4.1,295,-12.2,997.9,46.6,0,-0.8931
2021/1/13 20:00,-14.5,3.1,301,-14,999.1,50.6,0,-0.8931
2021/1/13 21:00,-15.1,3.3,278,-14.6,1000.3,49.5,0,-0.8931
2021/1/13 22:00,-16,1.6,287,-15.5,1001.5,50.7,0,-1.1163
2021/1/13 23:00,-17.7,1.8,259,-16.8,1002.6,50.3,0,-0.8931
2021/1/14 0:00,-18.4,2.5,262,-17.8,1003.3,53.3,0,-1.1163
2021/1/14 1:00,-19.7,2.5,264,-19.1,1004.4,57.9,0,-0.8931
2021/1/14 2:00,-20.4,2.6,267,-19.9,1005.6,62.8,0,-1.1163
2021/1/14 3:00,-18.8,1.9,278,-18.3,1005.7,59.1,0,-1.1163
2021/1/14 4:00,-20.2,1.5,276,-19.6,1006.8,61.5,0,-1.1163
2021/1/14 5:00,-20.2,1.8,267,-19.6,1007,60.2,0,-1.1163
2021/1/14 6:00,-20.7,1.8,276,-20.2,1008,61.5,0,-1.1163
2021/1/14 7:00,-22.6,0.1,233,-21.7,1008.7,65.1,0,-1.1163
2021/1/14 8:00,-21.6,1.5,250,-21.7,1009.7,67.1,75,9.1538
2021/1/14 9:00,-15.9,0,245,-18.6,1009,65,272,72.7841
2021/1/14 10:00,-10.2,0.9,214,-15.3,1007.5,52.5,549,144.8984
2021/1/14 11:00,-7.1,0,191,-13.2,1006.6,43,754,191.5606
2021/1/14 12:00,-8.8,2,121,-12.9,1006.3,38,764,182.6301
2021/1/14 13:00,-9.7,0.7,98,-12.9,1005.6,37,651,163.4293
2021/1/14 14:00,-11.8,2.5,82,-13,1005.1,38.2,161,49.5646
2021/1/14 15:00,-12.2,2.9,90,-12.5,1005.4,38.4,66,21.4334
2021/1/14 16:00,-12.8,1.7,113,-12.6,1006.1,44.9,9,2.0094
2021/1/14 17:00,-13.1,2.4,39,-13.1,1006.2,52.3,0,-1.1163
2021/1/14 18:00,-13.4,3.1,65,-13.3,1006.5,54.4,0,-1.1163
