date,dianchibanwendu,fengsu,fengxiang,huanjingwendu,qiya,shidu,fuzhaodu,power
2021/6/25 0:00,21.9,2.2,182,22,985.7,58.5,0,-0.6698
2021/6/25 1:00,21.5,2.8,198,21.6,985.3,61.1,0,-0.6698
2021/6/25 2:00,20.9,4.7,197,20.9,985.1,65.3,0,-0.8931
2021/6/25 3:00,19.9,3.4,194,19.9,984.9,71.1,0,-0.8931
2021/6/25 4:00,19.3,3,197,19.5,984.7,73.9,0,-0.4465
2021/6/25 5:00,20.8,3.2,186,20.2,985,73.8,47,24.5591
2021/6/25 6:00,22.3,1.7,206,21.4,984.9,69.4,83,63.6303
2021/6/25 7:00,24,1.5,194,22.6,984.7,63.8,231,117.2137
2021/6/25 8:00,26.9,1.5,146,24.3,984.5,59,402,167.6714
2021/6/25 9:00,28.2,4.6,194,25.2,984.1,58.1,560,199.1516
2021/6/25 10:00,29.6,5,194,26.7,983.9,53.6,691,213.887
2021/6/25 11:00,31.1,6.5,200,28.4,983.7,46.5,776,239.7857
2021/6/25 12:00,32.1,4.4,224,29.4,983.3,36.7,817,245.3673
2021/6/25 13:00,32.8,1.6,212,30.3,982.7,35.3,758,224.1572
2021/6/25 14:00,33.6,3.6,237,30.7,981.9,30.9,728,225.4968
2021/6/25 15:00,33.9,3.2,188,31,981.6,26.7,605,202.054
2021/6/25 16:00,34.3,3.6,184,30.9,981,34.4,426,154.722
2021/6/25 17:00,33.8,6.1,217,30.3,980.7,37,217,93.5477
2021/6/25 18:00,30.7,5.1,212,29.2,981.1,44.6,79,28.8011
2021/6/25 19:00,28,2.9,182,27.6,981.3,50.9,10,2.9024
2021/6/25 20:00,26.4,4.3,217,26.3,981.7,56,0,-1.1163
2021/6/25 21:00,24.9,7.7,196,24.9,982.6,61.9,0,-0.8931
2021/6/25 22:00,23.8,3.2,206,23.8,983.3,66.4,0,-0.8931
2021/6/25 23:00,22.8,2.4,185,22.8,983.6,70.4,0,-0.6698
2021/6/26 0:00,21,2.9,174,21.1,983.6,77.9,0,-0.4465
2021/6/26 1:00,20.6,3.2,198,20.6,984,78.3,0,-0.4465
2021/6/26 2:00,20,4.7,194,20.1,984.1,79.5,0,-0.4465
2021/6/26 3:00,19.1,3.3,194,19.3,984.4,81.4,0,-0.8931
2021/6/26 4:00,18.6,2,180,18.7,984.5,81.9,0,-0.6698
2021/6/26 5:00,19.3,1.3,169,18.8,984.9,81.3,38,18.7542
2021/6/26 6:00,21,3.2,221,20.1,984.8,78.7,101,57.6021
2021/6/26 7:00,23.2,2,219,21.6,985.1,74.1,225,117.4369
2021/6/26 8:00,24.1,3,191,22,985.4,71.6,424,150.0335
2021/6/26 9:00,26.9,1.2,219,23.7,985.2,66.5,583,210.5381
2021/6/26 10:00,27.2,1.9,185,24.5,984.9,60.8,777,220.1384
2021/6/26 11:00,27.7,2.4,192,25.4,984.8,57.2,405,177.7182
2021/6/26 12:00,26.4,4.1,194,25.2,984.4,54.8,235,78.3657
2021/6/26 13:00,29.4,3.7,161,26.7,984,52.3,701,162.9828
2021/6/26 14:00,25.7,2.3,192,24.8,984.1,63.3,193,41.9737
2021/6/26 15:00,26.2,2.7,198,24.6,984.1,62.8,220,97.5664
2021/6/26 16:00,25.1,6,173,23.5,984,62.9,159,56.2626
2021/6/26 17:00,25.7,1.6,232,24,984.4,63.7,127,48.6716
2021/6/26 18:00,24.1,3.8,141,23.5,984.7,65,80,25.0056
2021/6/26 19:00,23.5,2,192,22.9,984.9,68.8,8,3.5722
2021/6/26 20:00,22.5,1.7,186,22.3,985.3,71.7,0,-1.1163
2021/6/26 21:00,22.1,3.1,189,22,986,71.6,0,-0.8931
2021/6/26 22:00,21.8,2.1,158,21.8,986.2,72.3,0,-0.6698
2021/6/26 23:00,20.6,2.5,143,20.8,985.9,76.1,0,-0.8931
2021/6/27 0:00,20.3,1.9,127,20.3,986.1,76.9,0,-0.6698
2021/6/27 1:00,20.8,1,70,20.6,986.2,76.6,0,-0.8931
2021/6/27 2:00,21,1.7,73,20.7,986.1,76.8,0,-0.8931
2021/6/27 3:00,20.4,2,118,20.4,985.9,78.6,0,-0.8931
2021/6/27 4:00,20.2,1.7,141,20.3,986.1,79.4,0,-0.8931
2021/6/27 5:00,20.9,1.6,104,20.4,986.7,79.3,13,3.349
2021/6/27 6:00,20.9,1.1,155,20.7,987,78.7,60,20.0938
2021/6/27 7:00,22.4,2.8,203,21.2,987.2,78.1,126,26.1219
2021/6/27 8:00,24.6,3,147,22.3,986.9,75.3,257,73.4539
2021/6/27 9:00,23.6,1.9,127,22.6,986.8,73.1,187,121.0092
2021/6/27 10:00,24.7,4.6,115,23.3,986.6,68.6,523,143.1123
2021/6/27 11:00,27,2.6,203,24.6,986.4,65.9,224,90.8685
2021/6/27 12:00,26.1,4.8,132,24.1,986,68,368,111.6321
2021/6/27 13:00,26.5,1.8,242,24.6,985.6,67.4,222,95.1105
2021/6/27 14:00,29.9,2.4,160,26.2,984.9,61.6,558,205.1797
2021/6/27 15:00,26.7,5.5,142,25.5,984.3,61,428,163.4293
2021/6/27 16:00,30.8,2.4,201,26.1,984.5,61.9,426,143.5588
2021/6/27 17:00,30.2,3.2,181,25.8,984.2,61.2,239,98.013
2021/6/27 18:00,29.4,4.2,205,25.6,984.3,63.7,113,57.6021
2021/6/27 19:00,25.3,3.5,198,24.8,984.5,67,20,6.6979
2021/6/27 20:00,23.6,1.3,160,23.8,985.4,70.3,0,-1.1163
2021/6/27 21:00,23.2,1.4,149,23.4,985.7,71.4,0,-0.8931
2021/6/27 22:00,22.4,2.8,115,22.5,985.8,74.4,0,-0.8931
2021/6/27 23:00,22.1,2,118,22.3,985.7,74.7,0,-0.8931
2021/6/28 0:00,21.9,1.9,155,22,985.2,75.8,0,-0.8931
2021/6/28 1:00,21.5,2.6,194,21.5,985.3,77.7,0,-0.6698
2021/6/28 2:00,21.5,0.5,205,21.4,985.5,77.3,0,-0.8931
2021/6/28 3:00,21.4,1.2,197,21.3,985.5,77.1,0,-0.8931
2021/6/28 4:00,21.5,1.2,218,21.3,985.9,76.7,0,-0.8931
2021/6/28 5:00,21.4,1.1,245,20.9,986.3,77.1,20,5.5816
2021/6/28 6:00,23.5,0.3,200,22.1,986.4,74.8,83,28.5778
2021/6/28 7:00,24.2,1.4,207,22.6,986.2,74.5,180,61.8442
2021/6/28 8:00,26.9,0.3,222,24.7,986.2,68,247,83.2775
2021/6/28 9:00,30.9,1.4,209,26.2,985.6,61,455,185.7558
2021/6/28 10:00,31.2,0.1,174,26.2,985.4,60.3,729,152.7127
2021/6/28 11:00,29.9,3,186,26.4,985.1,52.7,681,154.9453
2021/6/28 12:00,30.8,2.3,234,27.4,984.7,57.2,873,208.752
2021/6/28 13:00,31.2,3.2,212,28.1,984.2,54.1,620,203.1704
2021/6/28 14:00,31.2,2.8,217,27.7,984,54.7,484,108.0598
2021/6/28 15:00,32.4,0.8,163,28.5,983.6,52.8,472,158.9641
2021/6/28 16:00,31.1,0.8,208,28.1,983.2,51.7,179,86.6265
2021/6/28 17:00,34.1,1.6,218,28.8,982.9,47.8,169,59.6115
2021/6/28 18:00,33.6,1.7,228,27.7,982.9,51,93,60.9511
2021/6/28 19:00,28.7,0.5,194,27.3,983.2,52.9,12,4.6885
2021/6/28 20:00,25.9,1.5,191,26,983.6,58.4,0,-1.1163
2021/6/28 21:00,25.1,0,146,25.3,983.9,61.2,0,-0.8931
2021/6/28 22:00,23.3,1.1,152,23.8,984.1,67.6,0,-0.6698
2021/6/28 23:00,22.8,0,155,23,984.2,70.3,0,-0.8931
2021/6/29 0:00,21.8,0.8,250,22.3,984,72.6,0,-0.8931
2021/6/29 1:00,21.3,0,250,21.7,983.7,74.7,0,-0.8931
2021/6/29 2:00,21,0.1,298,21.1,983.6,76,0,-0.8931
2021/6/29 3:00,20.5,0,346,20.7,983.5,76.3,0,-0.8931
2021/6/29 4:00,19.8,0.1,352,20,983.8,77.1,0,-0.6698
2021/6/29 5:00,20.8,0,332,20.7,983.8,75.6,32,18.5309
2021/6/29 6:00,24.1,0.1,335,23,983.6,71.5,88,62.0674
2021/6/29 7:00,27.1,1.4,51,24.6,983.4,67.8,215,115.2043
2021/6/29 8:00,30.1,2,73,26,983.2,60.8,399,165.4387
2021/6/29 9:00,28.8,3.1,125,25.9,983,59.6,237,192.2304
2021/6/29 10:00,31.4,2,184,27.6,983.1,57,709,171.2436
2021/6/29 11:00,30.2,1.1,211,28.1,982.9,52.8,232,183.5231
2021/6/29 12:00,32.3,0.6,239,29.5,982.5,48.9,807,227.5061
2021/6/29 13:00,31.8,1.7,164,28.8,981.8,49.8,750,156.0616
2021/6/29 14:00,32.2,3.7,127,29.3,981.5,48.4,705,207.4124
2021/6/29 15:00,36.1,2.4,234,31.4,980.8,41.8,601,179.2811
2021/6/29 16:00,30.6,4.3,123,29.2,980.7,45.3,180,93.5477
2021/6/29 17:00,35.1,1.3,203,30.5,980.5,45.2,225,102.7015
2021/6/29 18:00,34.5,0.7,194,30,980.7,49.8,108,50.4577
2021/6/29 19:00,28.4,2.7,73,27.3,981.2,60.5,22,6.0281
2021/6/29 20:00,26.3,1.1,56,26,981.2,65,0,-1.1163
2021/6/29 21:00,25.5,1.7,76,25.3,981.5,66.5,0,-0.8931
2021/6/29 22:00,24,2.1,104,23.9,981.8,69.6,0,-0.8931
2021/6/29 23:00,23.6,1.9,127,23.8,981.7,68.6,0,-0.8931
2021/6/30 0:00,23.5,1.6,93,23.2,981.7,70.5,0,-0.8931
2021/6/30 1:00,22,1.1,132,22,981.9,74.1,0,-0.8931
2021/6/30 2:00,21.8,1.8,127,21.8,981.9,74.6,0,-0.6698
2021/6/30 3:00,21.2,1.7,169,21.4,982,75.3,0,-0.8931
2021/6/30 4:00,20.8,1.4,191,20.8,982.7,76.1,0,-0.6698
2021/6/30 5:00,21.4,2.7,203,20.9,982.8,75.3,31,14.7354
2021/6/30 6:00,23.9,2,198,22.8,982.6,73.1,94,56.4858
2021/6/30 7:00,27,0.9,250,24.8,982.9,69.8,213,107.39
2021/6/30 8:00,28.7,1.4,174,26,983.2,65.6,389,159.4106
2021/6/30 9:00,30.5,3,191,26.4,982.8,63.5,561,179.0578
2021/6/30 10:00,30.7,6.7,191,27.2,982.5,59.3,691,141.7727
2021/6/30 11:00,30.2,2.1,162,27.6,981.8,56.1,809,200.4912
2021/6/30 12:00,32.5,2.4,205,29.5,981.2,49.9,910,181.737
2021/6/30 13:00,33.5,4.4,195,30.3,980.8,46,825,239.5624
2021/6/30 14:00,35,3,209,31,980.6,43.7,749,223.2641
2021/6/30 15:00,33.6,2.9,238,29.8,980.2,49.5,442,151.8196
2021/6/30 16:00,26.3,2.2,203,25,980.2,66.8,44,20.9868
2021/6/30 17:00,27.2,2.7,90,25.2,980.5,64.8,186,68.9886
2021/6/30 18:00,27.6,0.5,31,26,980.6,59.1,58,23.666
2021/6/30 19:00,24,2.8,287,23.6,981.5,68.7,0,-0.6698
2021/6/30 20:00,21.2,2.5,48,21.4,982.1,73.6,0,-0.8931
2021/6/30 21:00,19.8,8.6,60,20.2,982.3,75,0,-0.6698
2021/6/30 22:00,19.2,9.7,104,20.2,981.6,73.9,0,-0.4465
2021/6/30 23:00,19,4.8,129,20,982.1,73.8,0,-0.6698
2021/7/1 0:00,19.6,1.3,96,20.3,981.8,73.8,0,-0.8931
2021/7/1 1:00,19.6,3.1,28,20.1,981.3,73.5,0,-0.6698
2021/7/1 2:00,19.8,2.3,30,20,981.1,72.4,0,-0.8931
2021/7/1 3:00,20.1,2.8,51,20.5,981.1,71.7,0,-0.8931
2021/7/1 4:00,20.1,3.3,70,20.3,981.4,71.6,0,-0.8931
2021/7/1 5:00,20.5,1.6,322,20.5,981.6,71.6,5,1.1163
2021/7/1 6:00,20.7,2.8,326,20.4,981.5,72,73,22.9962
2021/7/1 7:00,21.3,2.7,337,20.7,981.8,72.7,119,43.3132
2021/7/1 8:00,23.4,2.2,357,21.7,982,74,237,124.8046
2021/7/1 9:00,24.3,3.2,296,22.6,982,72.3,332,169.904
2021/7/1 10:00,25.9,2.8,355,23.5,982.1,69.4,331,177.7182
2021/7/1 11:00,25.1,2.5,301,23.6,982.1,68.8,334,156.2849
2021/7/1 12:00,28,2.7,79,24.6,981.6,65.1,938,228.1759
2021/7/1 13:00,29.1,1.8,3,26.3,981.5,57.7,648,154.2755
2021/7/1 14:00,29.1,1.7,340,26.3,981.8,57.5,522,128.6001
2021/7/1 15:00,26.5,5.5,60,25.2,981.3,62.5,201,87.2963
2021/7/1 16:00,25.6,4.5,54,24.7,981.4,65.8,132,78.589
2021/7/1 17:00,26.5,4.9,44,24.7,981.6,65.6,139,106.9435
2021/7/1 18:00,27.3,5,37,24,981.9,65,76,55.1462
2021/7/1 19:00,23.3,5.1,51,23.1,982.3,68.3,11,3.1257
2021/7/1 20:00,22.3,3.6,40,22.2,982.7,71,0,-0.8931
2021/7/1 21:00,21.6,2.2,42,21.6,984.3,72.4,0,-0.8931
2021/7/1 22:00,21,2.8,308,21.1,985.3,70.1,0,-0.4465
2021/7/1 23:00,19,0.2,259,19,985,74.9,0,-0.8931
2021/7/2 0:00,18.6,1.3,17,18.8,983.1,74.1,0,-0.8931
2021/7/2 1:00,18.8,1.6,309,18.8,983.3,73.7,0,-0.8931
2021/7/2 2:00,18.7,0,73,18.9,983.5,73.5,0,-0.8931
2021/7/2 3:00,18.7,0.2,20,18.9,984.3,73.4,0,-0.8931
2021/7/2 4:00,18.4,1.1,104,18.5,984,73,0,-0.8931
2021/7/2 5:00,18.9,0,107,18.6,984.6,72.5,34,12.9493
2021/7/2 6:00,20.2,2.1,68,19.3,984.5,72.6,96,63.407
2021/7/2 7:00,20.6,3.6,143,20.1,984.6,73.5,173,64.5233
2021/7/2 8:00,23.7,2.8,135,21.8,984.9,68.1,432,178.1648
2021/7/2 9:00,23.9,2.6,129,22.6,984.4,66.6,261,83.9473
2021/7/2 10:00,24.6,5.5,109,23,984,67,293,104.2644
2021/7/2 11:00,27.4,4,173,24.5,983.8,65.1,971,209.8683
2021/7/2 12:00,29.1,2.7,160,25.7,983.6,60.8,874,247.8232
2021/7/2 13:00,30.5,3.6,198,27.6,983.3,57.6,316,160.5269
2021/7/2 14:00,31.5,2.5,230,27.7,983,57,343,161.1967
2021/7/2 15:00,29.7,1.7,220,27.2,983,58.4,259,80.5984
2021/7/2 16:00,32.2,1.9,208,28.1,983.1,52.7,453,139.7634
2021/7/2 17:00,28.6,2.1,180,27.5,983.5,58.8,103,36.1688
2021/7/2 18:00,27.3,0.5,321,26.9,983.8,58.6,22,6.6979
2021/7/2 19:00,25.8,2,313,26,984.5,65.8,0,-0.6698
2021/7/2 20:00,24.5,0.4,253,24.9,984.6,69.9,0,-0.8931
2021/7/2 21:00,23.4,0.8,250,23.6,985.3,71.5,0,-0.8931
2021/7/2 22:00,23.1,1.2,217,23.1,985.8,71.3,0,-0.8931
2021/7/2 23:00,22.9,1,307,22.9,985.2,69.8,0,-0.8931
2021/7/3 0:00,22.1,3,96,22.3,985.5,69.6,0,-0.8931
2021/7/3 1:00,17.5,2.1,257,18.1,986.8,74.5,0,-0.6698
2021/7/3 2:00,17.8,5.1,106,19.4,985.8,73,0,-0.6698
2021/7/3 3:00,18.9,3.5,141,19.1,985.9,73.8,0,-0.8931
2021/7/3 4:00,21.1,3,27,21.2,986.4,68.5,0,-0.6698
2021/7/3 5:00,20.8,5.5,128,20.9,985.2,71.7,30,8.7073
2021/7/3 6:00,22.1,4.1,145,21.7,985.2,72.5,111,52.0205
2021/7/3 7:00,24.9,1.5,201,23.4,985.6,72.1,285,107.39
2021/7/3 8:00,25.5,3.9,147,24.3,985.8,71.5,153,58.4952
2021/7/3 9:00,26.2,2.2,177,24.4,985.8,71.3,268,82.831
2021/7/3 10:00,27.2,3.3,193,25.1,985.9,69.8,353,98.906
2021/7/3 11:00,30.6,1.9,220,26.9,985.9,67.1,846,234.8739
2021/7/3 12:00,31.3,2.7,210,27.7,985.6,64,864,222.5943
2021/7/3 13:00,32,3.1,205,28.9,985.3,59.1,649,200.9377
2021/7/3 14:00,30.3,3.9,150,28.5,984.9,62.5,242,91.0918
2021/7/3 15:00,30,2.1,203,28.3,984.7,62.4,182,64.9699
2021/7/3 16:00,28.1,3,152,27.7,984.8,62.6,148,52.2438
2021/7/3 17:00,27.7,3,132,27.4,984.6,64.6,105,36.1688
2021/7/3 18:00,26.8,2.3,151,26.7,984.5,66.9,51,17.4146
2021/7/3 19:00,25.8,2.3,158,25.9,984.7,66.7,12,3.7955
2021/7/3 20:00,24.8,1.8,158,25,985.3,69.7,0,-1.1163
2021/7/3 21:00,24,1,191,24.3,985.8,71,0,-0.4465
2021/7/3 22:00,21.5,1,240,21.5,986.4,71.4,0,-0.6698
2021/7/3 23:00,21,0.3,298,21,986.1,72.7,0,-0.6698
2021/7/4 0:00,20.6,0.5,326,20.6,985.5,73.9,0,-0.8931
2021/7/4 1:00,20.7,0.6,318,20.7,985.1,73.8,0,-0.8931
2021/7/4 2:00,18.8,2.4,149,19.4,985.9,73.6,0,-0.8931
2021/7/4 3:00,18.5,2.3,21,19.1,984.8,70.9,0,-0.8931
2021/7/4 4:00,18.4,0,37,19,985.2,71.6,0,-0.8931
2021/7/4 5:00,18.7,2.7,248,19.1,984.6,72.1,7,1.7861
2021/7/4 6:00,19.1,0.2,262,19.2,985,71.3,14,4.6885
2021/7/4 7:00,19.5,0,267,19.4,984.7,71.4,55,19.2007
2021/7/4 8:00,20.6,1.2,343,20,984.3,73.5,154,51.1275
2021/7/4 9:00,20.4,3.4,59,20,984.4,74.4,93,34.3827
2021/7/4 10:00,23.6,1.3,298,21.5,984.3,73.4,259,90.422
2021/7/4 11:00,24,3.3,40,21.9,984.7,70.8,346,132.6189
2021/7/4 12:00,24.3,5.5,83,22.2,984.7,70.5,311,103.5946
2021/7/4 13:00,23.9,4.3,27,22.2,984.2,69.4,452,167.4481
2021/7/4 14:00,24.9,2.5,34,22.7,983.8,66,493,202.9471
2021/7/4 15:00,24.1,3.8,28,22.5,983.7,71,214,81.0449
2021/7/4 16:00,23.2,1.5,36,22.4,983.7,72,71,26.5684
2021/7/4 17:00,21.3,5.9,60,21,983.8,73.7,41,13.3958
2021/7/4 18:00,21.5,2.4,54,21.1,984,74.2,34,9.3771
2021/7/4 19:00,20.5,2.8,51,20.5,984.2,73.9,7,1.3396
2021/7/4 20:00,20,3.9,51,19.9,984.7,75.2,0,-0.8931
2021/7/4 21:00,18.5,4.8,58,18.9,985.4,73,0,-0.6698
2021/7/4 22:00,18.8,1.7,6,19.1,985.7,69.6,0,-0.8931
2021/7/4 23:00,19,1.2,332,19.4,985.6,66.2,0,-0.8931
2021/7/5 0:00,19.2,0.3,357,19.5,985.3,68.7,0,-0.6698
2021/7/5 1:00,18.7,1.8,340,18.9,985.2,70.9,0,-0.8931
2021/7/5 2:00,18.6,2.4,326,18.7,985.5,72.7,0,-0.8931
2021/7/5 3:00,18.4,1.7,326,18.5,985.8,73.4,0,-0.6698
2021/7/5 4:00,18.3,3.4,13,18.3,986.2,73.3,0,-0.8931
2021/7/5 5:00,18.6,2,331,18.5,986.6,73.5,31,15.6285
2021/7/5 6:00,19.1,1.2,355,18.6,987.1,73.3,73,27.2382
2021/7/5 7:00,20.7,1.6,53,19.8,986.7,74.8,145,58.9417
2021/7/5 8:00,22.7,1.3,346,21.3,986.3,75.9,451,167.4481
2021/7/5 9:00,24.8,2.5,1,22.6,986.1,70.6,197,149.587
2021/7/5 10:00,24.2,1.8,311,23.1,986.5,68.3,190,169.0109
2021/7/5 11:00,26.6,2.1,321,24.3,986.4,65,888,196.919
2021/7/5 12:00,29.1,0.3,34,24.7,986.1,61.2,911,225.0502
2021/7/5 13:00,29.6,1.4,357,26.4,985.9,56.7,900,219.9152
2021/7/5 14:00,31.8,0.5,354,27.1,985.3,49.9,493,223.2641
2021/7/5 15:00,30.3,2.4,59,26.1,984.5,55,610,195.3561
2021/7/5 16:00,32,1.1,166,27.5,984.5,47.9,449,102.9248
2021/7/5 17:00,35.6,0.2,219,29,983.9,44.9,223,76.3563
2021/7/5 18:00,36.1,0.6,194,27.8,984.1,48.7,65,56.2626
2021/7/5 19:00,32.2,0.5,228,26.3,984.3,60.3,19,11.1632
2021/7/5 20:00,23.5,3.4,197,23.7,984.9,74,0,-1.1163
2021/7/5 21:00,22.5,2.9,194,22.7,985.8,76,0,-0.8931
2021/7/5 22:00,21.9,2.3,203,22.1,985.6,75.7,0,-0.6698
2021/7/5 23:00,21.2,2,204,21.5,985.8,76.1,0,-0.8931
2021/7/6 0:00,21.1,1.2,191,21.4,985.6,75.9,0,-0.6698
2021/7/6 1:00,20.6,2.2,194,20.8,985.3,76.1,0,-0.8931
2021/7/6 2:00,20,1.5,188,20.3,985.4,75.8,0,-0.6698
2021/7/6 3:00,19.8,2.2,205,20.2,985.6,75,0,-0.6698
2021/7/6 4:00,19.5,0,188,19.9,985.2,74.9,0,-0.6698
2021/7/6 5:00,20.4,0,186,20.1,985.3,75.7,40,25.2288
2021/7/6 6:00,23.6,0.5,163,21.8,985.3,75.1,109,67.649
2021/7/6 7:00,24.8,0.8,149,22.8,985.1,76.5,147,51.1275
2021/7/6 8:00,26.7,0.5,152,24.4,984.8,69.3,468,179.2811
2021/7/6 9:00,28.1,1.8,161,26,984.6,62.4,433,146.9078
2021/7/6 10:00,30.1,2.4,80,26,984.5,61.6,720,143.3356
2021/7/6 11:00,30,3.4,109,26.6,984.1,58.3,347,123.4651
2021/7/6 12:00,30.2,2.8,109,26.7,983.6,57.3,729,210.9846
2021/7/6 13:00,29.5,4,119,26.8,983.2,59.5,327,113.6414
2021/7/6 14:00,27.3,2.4,146,26.6,982.8,57.7,150,56.9324
2021/7/6 15:00,27.3,2.2,186,26.5,982.8,64.4,53,20.7636
2021/7/6 16:00,24.8,1.4,188,24.7,983,76.9,13,4.6885
2021/7/6 17:00,22.8,1.3,208,22.8,983.2,76.5,14,4.6885
2021/7/6 18:00,22.2,0,194,22.2,983.7,74.3,11,3.5722
2021/7/6 19:00,21.8,0,208,21.6,984.2,72,3,0.6698
2021/7/6 20:00,21.8,1.7,28,21.9,984,72.1,0,-0.6698
2021/7/6 21:00,21.6,0,343,21.7,984.7,71.8,0,-0.8931
2021/7/6 22:00,21.8,1.4,40,21.9,984.7,71.7,0,-0.8931
2021/7/6 23:00,21.4,0,59,21.6,984.9,71.7,0,-0.6698
2021/7/7 0:00,21.3,0,118,21.5,984.6,71.2,0,-0.8931
2021/7/7 1:00,21.3,1,118,21.4,984.6,70.5,0,-0.8931
2021/7/7 2:00,21.1,0,118,21.3,984,67.8,0,-0.8931
2021/7/7 3:00,21,0,118,21.1,984.3,67.6,0,-0.6698
2021/7/7 4:00,21,2,65,20.9,984.5,68.4,0,-0.6698
2021/7/7 5:00,20.9,1.6,51,20.8,984.7,72.6,22,7.3677
2021/7/7 6:00,22,1.9,14,21.4,984.8,75.3,69,22.7729
2021/7/7 7:00,22.2,1.7,354,21.4,984.7,76.4,85,35.7223
2021/7/7 8:00,24.4,1.3,8,22.3,984.7,79.2,292,122.1255
2021/7/7 9:00,24,2.2,327,22.9,984.6,79.3,248,100.9154
2021/7/7 10:00,26.1,2.7,357,23.1,984.7,78.8,757,222.1478
2021/7/7 11:00,24.2,3,51,22.8,984.7,79.7,194,64.7466
2021/7/7 12:00,23.3,3.2,50,22.3,984.2,80.3,133,59.3883
2021/7/7 13:00,23.1,2.9,31,22.3,984,79.7,91,35.7223
2021/7/7 14:00,25.1,1,354,23.1,983.9,79.7,169,68.3188
2021/7/7 15:00,29,1.9,27,24.1,983.1,76.3,591,216.1197
2021/7/7 16:00,29.5,1.5,321,25.1,982.6,70.8,297,135.0748
2021/7/7 17:00,30.4,3,48,25.2,982.4,69.5,314,92.4314
2021/7/7 18:00,26.8,2,39,24.6,982.6,73.8,59,23.8893
2021/7/7 19:00,25,1.8,56,24.2,982.7,74,16,7.3677
2021/7/7 20:00,22.6,3.3,28,22.6,983.5,80.1,0,-1.1163
2021/7/7 21:00,21.8,2.8,34,22,984.1,80.7,0,-0.8931
2021/7/7 22:00,21.3,0.3,307,21.4,984.1,80.5,0,-0.8931
2021/7/7 23:00,20.6,0.8,336,20.7,984,79.6,0,-0.8931
2021/7/8 0:00,20.1,0.6,324,20.3,983.5,79.8,0,-0.8931
2021/7/8 1:00,20,0.5,321,20,983.8,79.3,0,-0.8931
2021/7/8 2:00,19.8,0.8,321,19.8,983.4,79.3,0,-0.6698
2021/7/8 3:00,19.8,0.5,346,19.9,983.2,78.4,0,-0.8931
2021/7/8 4:00,19.3,1,321,19.5,983.4,77.9,0,-0.8931
2021/7/8 5:00,20.3,1.3,329,20.1,983.6,76.9,34,11.6097
2021/7/8 6:00,22.2,2.5,24,21,983.7,76,122,31.9268
2021/7/8 7:00,22.3,1.6,309,21.5,984,76.5,61,22.9962
2021/7/8 8:00,23.4,1.8,287,22.3,983.6,79.1,174,65.1931
2021/7/8 9:00,27.9,0,203,25.2,983.5,73.9,342,110.2925
2021/7/8 10:00,29,0.6,101,25,982.9,73.6,368,109.846
2021/7/8 11:00,25.1,2.8,60,23.8,983.1,79.4,95,53.3601
2021/7/8 12:00,25.1,4.1,60,23.3,982.7,81.5,310,126.814
2021/7/8 13:00,28.2,1.5,39,24.6,981.9,73.1,687,223.2641
2021/7/8 14:00,27.1,3.6,60,24.6,980.9,73.8,553,168.1179
2021/7/8 15:00,28.5,2.2,38,25.4,981.1,68.4,257,131.2793
2021/7/8 16:00,29.5,3.4,32,25.6,980.6,69.4,401,74.1237
2021/7/8 17:00,26.3,3.6,32,24.8,980.5,71.7,142,55.1462
2021/7/8 18:00,27.6,3,59,24.6,980.9,71.6,84,46.4389
2021/7/8 19:00,27.3,1,17,24.5,980.8,71.2,24,10.0469
2021/7/8 20:00,23.6,0,28,24,981.7,76.2,0,-1.1163
2021/7/8 21:00,22.8,2.1,2,23,981.5,80.8,0,-0.8931
2021/7/8 22:00,22.1,1.8,39,22.2,982.1,80.3,0,-0.8931
2021/7/8 23:00,21.4,0,37,21.8,982,79.1,0,-0.6698
2021/7/9 0:00,21.1,0.3,28,21.4,982.1,78.5,0,-0.8931
2021/7/9 1:00,20.3,0.2,321,20.5,981.8,77.5,0,-0.6698
2021/7/9 2:00,20.4,0.2,3,20.4,981.9,75.9,0,-0.8931
2021/7/9 3:00,19.7,0.3,295,19.8,982,75.8,0,-0.8931
2021/7/9 4:00,19.8,0.6,357,19.8,982,75.6,0,-0.8931
2021/7/9 5:00,20.5,1,340,20.1,982.6,75.3,41,16.075
2021/7/9 6:00,21.5,3.2,334,20.9,983,75.1,67,30.5872
2021/7/9 7:00,23,1.2,328,21.6,982.8,76.6,106,30.8104
2021/7/9 8:00,23.7,1,11,21.8,982.9,80,174,68.5421
2021/7/9 9:00,25.1,2.2,51,22.8,982.5,81.5,571,169.4575
2021/7/9 10:00,28.7,1.7,109,24.6,981.9,75.4,752,223.9339
2021/7/9 11:00,28.4,1.7,132,25.5,981.9,73,230,196.0259
2021/7/9 12:00,30.4,0.6,51,26.4,981,63.1,282,98.2362
2021/7/9 13:00,25.8,4.7,82,24.8,981,77.2,38,25.8986
2021/7/9 14:00,19.5,1.6,262,20.6,981.3,83.2,95,29.6941
2021/7/9 15:00,21.8,0,262,23,981.1,78.3,80,33.7129
2021/7/9 16:00,24.5,0.5,202,23.6,981.4,82.8,90,40.6341
2021/7/9 17:00,24.9,3,174,23.3,980.6,82.5,131,53.5834
2021/7/9 18:00,24.1,2.2,160,23.3,980.5,81.7,74,37.0618
2021/7/9 19:00,22.6,1.4,177,22.6,981,83.7,8,2.4559
